id,kind,src,video,poem,type,work,title,prompt
P060_a-human-face_0,image,cut/out/thumbs/P060_a-human-face_0.webp,,14 HOT MINUTE,a human face,archive · cut-outs,P060_a-human-face_0,"""a human face"" — cut from P060. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P060_a-person-in-mid-air_0,image,cut/out/thumbs/P060_a-person-in-mid-air_0.webp,,14 HOT MINUTE,a person in mid-air,archive · cut-outs,P060_a-person-in-mid-air_0,"""a person in mid-air"" — cut from P060. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P060_a-light_27,image,cut/out/thumbs/P060_a-light_27.webp,,14 HOT MINUTE,a light,archive · cut-outs,P060_a-light_27,"""a light"" — cut from P060. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P060_a-light_29,image,cut/out/thumbs/P060_a-light_29.webp,,14 HOT MINUTE,a light,archive · cut-outs,P060_a-light_29,"""a light"" — cut from P060. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P060_a-road_0,image,cut/out/thumbs/P060_a-road_0.webp,,14 HOT MINUTE,a road,archive · cut-outs,P060_a-road_0,"""a road"" — cut from P060. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P060_the-sky_0,image,cut/out/thumbs/P060_the-sky_0.webp,,14 HOT MINUTE,the sky,archive · cut-outs,P060_the-sky_0,"""the sky"" — cut from P060. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-person_0,image,cut/out/thumbs/P061_a-person_0.webp,,14 HOT MINUTE,a person,archive · cut-outs,P061_a-person_0,"""a person"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-human-face_0,image,cut/out/thumbs/P061_a-human-face_0.webp,,14 HOT MINUTE,a human face,archive · cut-outs,P061_a-human-face_0,"""a human face"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-person-in-mid-air_0,image,cut/out/thumbs/P061_a-person-in-mid-air_0.webp,,14 HOT MINUTE,a person in mid-air,archive · cut-outs,P061_a-person-in-mid-air_0,"""a person in mid-air"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_0,image,cut/out/thumbs/P061_a-light_0.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_0,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_1,image,cut/out/thumbs/P061_a-light_1.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_1,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_2,image,cut/out/thumbs/P061_a-light_2.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_2,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_3,image,cut/out/thumbs/P061_a-light_3.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_3,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_4,image,cut/out/thumbs/P061_a-light_4.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_4,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_5,image,cut/out/thumbs/P061_a-light_5.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_5,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_6,image,cut/out/thumbs/P061_a-light_6.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_6,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_7,image,cut/out/thumbs/P061_a-light_7.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_7,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_8,image,cut/out/thumbs/P061_a-light_8.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_8,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_9,image,cut/out/thumbs/P061_a-light_9.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_9,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_10,image,cut/out/thumbs/P061_a-light_10.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_10,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_11,image,cut/out/thumbs/P061_a-light_11.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_11,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_12,image,cut/out/thumbs/P061_a-light_12.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_12,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_13,image,cut/out/thumbs/P061_a-light_13.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_13,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_14,image,cut/out/thumbs/P061_a-light_14.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_14,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_15,image,cut/out/thumbs/P061_a-light_15.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_15,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_16,image,cut/out/thumbs/P061_a-light_16.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_16,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_17,image,cut/out/thumbs/P061_a-light_17.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_17,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_18,image,cut/out/thumbs/P061_a-light_18.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_18,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_a-light_19,image,cut/out/thumbs/P061_a-light_19.webp,,14 HOT MINUTE,a light,archive · cut-outs,P061_a-light_19,"""a light"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P061_the-sky_0,image,cut/out/thumbs/P061_the-sky_0.webp,,14 HOT MINUTE,the sky,archive · cut-outs,P061_the-sky_0,"""the sky"" — cut from P061. All black again. But no walls this time. A life flashes the way a reel does: the window, the tambourine, the field, the stars, the ride, the temple."
P062_a-person_0,image,cut/out/thumbs/P062_a-person_0.webp,,07 DJ TURN ME UP,a person,archive · cut-outs,P062_a-person_0,"""a person"" — cut from P062. I have a love story to tell — of ghosts, whispering unfolded dilutions, birthed in purity, and dying in the vineyards of sun-soaked evergreen fields, unnourished."
P062_a-human-face_0,image,cut/out/thumbs/P062_a-human-face_0.webp,,07 DJ TURN ME UP,a human face,archive · cut-outs,P062_a-human-face_0,"""a human face"" — cut from P062. I have a love story to tell — of ghosts, whispering unfolded dilutions, birthed in purity, and dying in the vineyards of sun-soaked evergreen fields, unnourished."
P062_a-person-in-mid-air_0,image,cut/out/thumbs/P062_a-person-in-mid-air_0.webp,,07 DJ TURN ME UP,a person in mid-air,archive · cut-outs,P062_a-person-in-mid-air_0,"""a person in mid-air"" — cut from P062. I have a love story to tell — of ghosts, whispering unfolded dilutions, birthed in purity, and dying in the vineyards of sun-soaked evergreen fields, unnourished."
P062_a-light_18,image,cut/out/thumbs/P062_a-light_18.webp,,07 DJ TURN ME UP,a light,archive · cut-outs,P062_a-light_18,"""a light"" — cut from P062. I have a love story to tell — of ghosts, whispering unfolded dilutions, birthed in purity, and dying in the vineyards of sun-soaked evergreen fields, unnourished."
P062_a-road_0,image,cut/out/thumbs/P062_a-road_0.webp,,07 DJ TURN ME UP,a road,archive · cut-outs,P062_a-road_0,"""a road"" — cut from P062. I have a love story to tell — of ghosts, whispering unfolded dilutions, birthed in purity, and dying in the vineyards of sun-soaked evergreen fields, unnourished."
P062_a-road_1,image,cut/out/thumbs/P062_a-road_1.webp,,07 DJ TURN ME UP,a road,archive · cut-outs,P062_a-road_1,"""a road"" — cut from P062. I have a love story to tell — of ghosts, whispering unfolded dilutions, birthed in purity, and dying in the vineyards of sun-soaked evergreen fields, unnourished."
P062_a-building_0,image,cut/out/thumbs/P062_a-building_0.webp,,07 DJ TURN ME UP,a building,archive · cut-outs,P062_a-building_0,"""a building"" — cut from P062. I have a love story to tell — of ghosts, whispering unfolded dilutions, birthed in purity, and dying in the vineyards of sun-soaked evergreen fields, unnourished."
P062_the-sky_0,image,cut/out/thumbs/P062_the-sky_0.webp,,07 DJ TURN ME UP,the sky,archive · cut-outs,P062_the-sky_0,"""the sky"" — cut from P062. I have a love story to tell — of ghosts, whispering unfolded dilutions, birthed in purity, and dying in the vineyards of sun-soaked evergreen fields, unnourished."
P063_a-person_0,image,cut/out/thumbs/P063_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P063_a-person_0,"""a person"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_a-person_1,image,cut/out/thumbs/P063_a-person_1.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P063_a-person_1,"""a person"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_a-human-face_0,image,cut/out/thumbs/P063_a-human-face_0.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P063_a-human-face_0,"""a human face"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_a-human-face_1,image,cut/out/thumbs/P063_a-human-face_1.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P063_a-human-face_1,"""a human face"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_a-hand_0,image,cut/out/thumbs/P063_a-hand_0.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P063_a-hand_0,"""a hand"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_a-hand_1,image,cut/out/thumbs/P063_a-hand_1.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P063_a-hand_1,"""a hand"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_a-hand_2,image,cut/out/thumbs/P063_a-hand_2.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P063_a-hand_2,"""a hand"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_a-hand_4,image,cut/out/thumbs/P063_a-hand_4.webp,,01 OUT OF LIFE,a hand,archive · cut-outs,P063_a-hand_4,"""a hand"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_a-person-in-mid-air_0,image,cut/out/thumbs/P063_a-person-in-mid-air_0.webp,,01 OUT OF LIFE,a person in mid-air,archive · cut-outs,P063_a-person-in-mid-air_0,"""a person in mid-air"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_a-light_9,image,cut/out/thumbs/P063_a-light_9.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P063_a-light_9,"""a light"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_a-road_0,image,cut/out/thumbs/P063_a-road_0.webp,,01 OUT OF LIFE,a road,archive · cut-outs,P063_a-road_0,"""a road"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_a-road_1,image,cut/out/thumbs/P063_a-road_1.webp,,01 OUT OF LIFE,a road,archive · cut-outs,P063_a-road_1,"""a road"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_the-sky_0,image,cut/out/thumbs/P063_the-sky_0.webp,,01 OUT OF LIFE,the sky,archive · cut-outs,P063_the-sky_0,"""the sky"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P063_water_0,image,cut/out/thumbs/P063_water_0.webp,,01 OUT OF LIFE,water,archive · cut-outs,P063_water_0,"""water"" — cut from P063. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P064_a-person_0,image,cut/out/thumbs/P064_a-person_0.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a person,archive · cut-outs,P064_a-person_0,"""a person"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-human-face_0,image,cut/out/thumbs/P064_a-human-face_0.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a human face,archive · cut-outs,P064_a-human-face_0,"""a human face"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_0,image,cut/out/thumbs/P064_a-light_0.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_0,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_1,image,cut/out/thumbs/P064_a-light_1.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_1,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_2,image,cut/out/thumbs/P064_a-light_2.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_2,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_3,image,cut/out/thumbs/P064_a-light_3.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_3,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_4,image,cut/out/thumbs/P064_a-light_4.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_4,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_5,image,cut/out/thumbs/P064_a-light_5.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_5,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_7,image,cut/out/thumbs/P064_a-light_7.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_7,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_8,image,cut/out/thumbs/P064_a-light_8.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_8,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_9,image,cut/out/thumbs/P064_a-light_9.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_9,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_10,image,cut/out/thumbs/P064_a-light_10.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_10,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_12,image,cut/out/thumbs/P064_a-light_12.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_12,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_13,image,cut/out/thumbs/P064_a-light_13.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_13,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_14,image,cut/out/thumbs/P064_a-light_14.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_14,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_15,image,cut/out/thumbs/P064_a-light_15.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_15,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_16,image,cut/out/thumbs/P064_a-light_16.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_16,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_a-light_17,image,cut/out/thumbs/P064_a-light_17.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,a light,archive · cut-outs,P064_a-light_17,"""a light"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P064_the-sky_0,image,cut/out/thumbs/P064_the-sky_0.webp,,03 HOW TO BREAK OFF AN ENGAGEMENT,the sky,archive · cut-outs,P064_the-sky_0,"""the sky"" — cut from P064. A broken promise. Glistening red fluid submersion and shorelines of release."
P065_a-person_0,image,cut/out/thumbs/P065_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P065_a-person_0,"""a person"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-person_1,image,cut/out/thumbs/P065_a-person_1.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P065_a-person_1,"""a person"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-person_2,image,cut/out/thumbs/P065_a-person_2.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P065_a-person_2,"""a person"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-person_3,image,cut/out/thumbs/P065_a-person_3.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P065_a-person_3,"""a person"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-person_4,image,cut/out/thumbs/P065_a-person_4.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P065_a-person_4,"""a person"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-person_5,image,cut/out/thumbs/P065_a-person_5.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P065_a-person_5,"""a person"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-person_6,image,cut/out/thumbs/P065_a-person_6.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P065_a-person_6,"""a person"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-person_7,image,cut/out/thumbs/P065_a-person_7.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P065_a-person_7,"""a person"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-person_8,image,cut/out/thumbs/P065_a-person_8.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P065_a-person_8,"""a person"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-person_9,image,cut/out/thumbs/P065_a-person_9.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P065_a-person_9,"""a person"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-human-face_0,image,cut/out/thumbs/P065_a-human-face_0.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P065_a-human-face_0,"""a human face"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-human-face_1,image,cut/out/thumbs/P065_a-human-face_1.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P065_a-human-face_1,"""a human face"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-human-face_2,image,cut/out/thumbs/P065_a-human-face_2.webp,,01 OUT OF LIFE,a human face,archive · cut-outs,P065_a-human-face_2,"""a human face"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_0,image,cut/out/thumbs/P065_a-light_0.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_0,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_1,image,cut/out/thumbs/P065_a-light_1.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_1,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_2,image,cut/out/thumbs/P065_a-light_2.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_2,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_3,image,cut/out/thumbs/P065_a-light_3.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_3,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_5,image,cut/out/thumbs/P065_a-light_5.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_5,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_8,image,cut/out/thumbs/P065_a-light_8.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_8,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_9,image,cut/out/thumbs/P065_a-light_9.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_9,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_10,image,cut/out/thumbs/P065_a-light_10.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_10,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_11,image,cut/out/thumbs/P065_a-light_11.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_11,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_12,image,cut/out/thumbs/P065_a-light_12.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_12,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_13,image,cut/out/thumbs/P065_a-light_13.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_13,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_14,image,cut/out/thumbs/P065_a-light_14.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_14,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_15,image,cut/out/thumbs/P065_a-light_15.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_15,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_16,image,cut/out/thumbs/P065_a-light_16.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_16,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_17,image,cut/out/thumbs/P065_a-light_17.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_17,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_19,image,cut/out/thumbs/P065_a-light_19.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_19,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_20,image,cut/out/thumbs/P065_a-light_20.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_20,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_21,image,cut/out/thumbs/P065_a-light_21.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_21,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_22,image,cut/out/thumbs/P065_a-light_22.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_22,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_23,image,cut/out/thumbs/P065_a-light_23.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_23,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_25,image,cut/out/thumbs/P065_a-light_25.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_25,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_26,image,cut/out/thumbs/P065_a-light_26.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_26,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_27,image,cut/out/thumbs/P065_a-light_27.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_27,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_29,image,cut/out/thumbs/P065_a-light_29.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_29,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_30,image,cut/out/thumbs/P065_a-light_30.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_30,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_32,image,cut/out/thumbs/P065_a-light_32.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_32,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_33,image,cut/out/thumbs/P065_a-light_33.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_33,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_34,image,cut/out/thumbs/P065_a-light_34.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_34,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_36,image,cut/out/thumbs/P065_a-light_36.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_36,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P065_a-light_40,image,cut/out/thumbs/P065_a-light_40.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P065_a-light_40,"""a light"" — cut from P065. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
